               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.039587,            0.038785,             0.01415,             0.91368,             0.83393,             0.94818,             0.63358,            0.029039,            0.029345,            0.011579,            0.005116,            0.005116,            0.005116
                 150,             0.03242,            0.046535,            0.012393,             0.92091,             0.84169,              0.9503,             0.70881,            0.025412,            0.028041,            0.011523,            0.005083,            0.005083,            0.005083
                 151,            0.033211,            0.037469,            0.013449,             0.93286,             0.82139,             0.95137,             0.59789,            0.032101,            0.030109,            0.011441,             0.00505,             0.00505,             0.00505
                 152,            0.037931,            0.038161,             0.01374,             0.91058,             0.85007,             0.95255,             0.64021,            0.027221,            0.028285,             0.01143,            0.005017,            0.005017,            0.005017
                 153,            0.036185,            0.037327,            0.011977,             0.90647,             0.84281,             0.95575,             0.64703,            0.029316,            0.029048,            0.011284,            0.004984,            0.004984,            0.004984
                 154,            0.035004,             0.03641,            0.013396,             0.90091,             0.85154,             0.95633,             0.64245,            0.028471,            0.028387,            0.011186,            0.004951,            0.004951,            0.004951
                 155,            0.035421,            0.039133,            0.012352,             0.91957,              0.8263,             0.95937,             0.64093,            0.029622,            0.028433,            0.011175,            0.004918,            0.004918,            0.004918
                 156,            0.037127,            0.034743,            0.010071,             0.91592,             0.84961,             0.96042,             0.59453,            0.028282,            0.027754,            0.011176,            0.004885,            0.004885,            0.004885
                 157,            0.036187,            0.041102,            0.012089,             0.91014,             0.85123,             0.95577,             0.66179,            0.030074,            0.028542,            0.011095,            0.004852,            0.004852,            0.004852
                 158,            0.033702,            0.040068,            0.012189,             0.92669,             0.85352,              0.9657,             0.66511,            0.026724,            0.027455,            0.011039,            0.004819,            0.004819,            0.004819
                 159,            0.034226,            0.036369,            0.010837,             0.93595,             0.85317,             0.96609,             0.66226,            0.028197,            0.028293,            0.010894,            0.004786,            0.004786,            0.004786
                 160,            0.034542,            0.047702,             0.01164,              0.9381,             0.85432,             0.96369,             0.65185,            0.026913,            0.027566,            0.010876,            0.004753,            0.004753,            0.004753
                 161,            0.032574,            0.036589,            0.011389,             0.93759,             0.85327,             0.96693,             0.65792,            0.028446,            0.028315,            0.010756,             0.00472,             0.00472,             0.00472
                 162,            0.032168,            0.037479,            0.011732,             0.89862,             0.87875,             0.97103,             0.68376,            0.027043,            0.027968,            0.010691,            0.004687,            0.004687,            0.004687
                 163,            0.033706,            0.031084,            0.011004,             0.87495,             0.87805,             0.97006,             0.58915,            0.032987,             0.02947,            0.010525,            0.004654,            0.004654,            0.004654
                 164,            0.034974,            0.036782,            0.012329,             0.92967,             0.86803,             0.97451,             0.64699,            0.027932,            0.028045,            0.010552,            0.004621,            0.004621,            0.004621
                 165,            0.036836,            0.038804,            0.011806,             0.91014,             0.87686,             0.97461,             0.65919,            0.030016,            0.029055,             0.01055,            0.004588,            0.004588,            0.004588
                 166,             0.03384,             0.03624,            0.010073,             0.92931,             0.85988,             0.97463,             0.64405,            0.027935,            0.028033,            0.010518,            0.004555,            0.004555,            0.004555
                 167,            0.032027,            0.031336,           0.0098767,             0.92072,             0.86192,             0.97411,             0.71759,            0.025838,            0.027524,            0.010498,            0.004522,            0.004522,            0.004522
                 168,                0.03,             0.03115,           0.0098915,             0.92645,             0.86438,             0.97296,             0.70155,            0.025134,             0.02712,            0.010463,            0.004489,            0.004489,            0.004489
                 169,            0.031704,            0.035612,            0.013943,             0.91856,             0.87272,             0.97286,             0.67207,             0.02778,            0.027298,            0.010338,            0.004456,            0.004456,            0.004456
                 170,            0.033179,            0.035591,            0.011659,             0.89864,             0.87533,             0.97319,              0.6518,            0.026804,            0.027239,            0.010315,            0.004423,            0.004423,            0.004423
                 171,            0.033885,            0.038077,            0.011088,             0.92401,             0.87547,             0.97548,             0.70353,            0.026037,            0.026883,            0.010184,             0.00439,             0.00439,             0.00439
                 172,            0.031767,            0.038806,            0.011185,             0.90133,             0.87312,              0.9738,             0.65772,            0.026524,            0.027003,            0.010159,            0.004357,            0.004357,            0.004357
                 173,             0.03294,            0.040113,           0.0098921,             0.92403,             0.87775,             0.97802,             0.72481,            0.024635,            0.026493,            0.010064,            0.004324,            0.004324,            0.004324
                 174,            0.031052,            0.030113,            0.009847,             0.92341,             0.87645,             0.97605,             0.68403,            0.025679,            0.026782,            0.010035,            0.004291,            0.004291,            0.004291
                 175,            0.033256,            0.041941,             0.01241,             0.91261,             0.86947,             0.97443,             0.67285,             0.02615,            0.026861,           0.0099558,            0.004258,            0.004258,            0.004258
                 176,            0.031499,            0.038632,            0.011854,             0.92143,             0.87318,             0.97587,             0.68644,            0.025712,            0.026684,           0.0099187,            0.004225,            0.004225,            0.004225
                 177,            0.032378,            0.037049,            0.011131,             0.94115,             0.86304,             0.97591,             0.70934,            0.025026,            0.026516,           0.0098501,            0.004192,            0.004192,            0.004192
                 178,            0.030791,            0.034037,           0.0099372,             0.78901,             0.95089,             0.97656,             0.72115,            0.024247,            0.026112,           0.0098064,            0.004159,            0.004159,            0.004159
                 179,            0.029592,            0.038396,            0.010369,             0.90337,              0.8786,              0.9782,             0.70082,            0.025262,            0.026167,           0.0097263,            0.004126,            0.004126,            0.004126
                 180,            0.031036,            0.033234,             0.01122,              0.9159,             0.87879,             0.97743,             0.66781,            0.025809,            0.026611,            0.009728,            0.004093,            0.004093,            0.004093
                 181,            0.032693,            0.034043,           0.0089464,              0.9469,             0.87879,              0.9788,             0.68403,            0.027355,            0.027073,            0.009671,             0.00406,             0.00406,             0.00406
                 182,            0.036947,            0.046506,            0.010145,              0.9408,             0.87879,             0.97988,             0.63256,            0.028735,            0.027136,           0.0097053,            0.004027,            0.004027,            0.004027
                 183,            0.035705,            0.034674,            0.012165,              0.9447,             0.87879,             0.97836,             0.71888,            0.023819,            0.026055,           0.0095543,            0.003994,            0.003994,            0.003994
                 184,            0.030506,            0.038559,           0.0098919,             0.94925,             0.87879,             0.97925,             0.70037,            0.025162,            0.026187,           0.0095554,            0.003961,            0.003961,            0.003961
                 185,            0.029169,            0.030718,            0.010804,              0.8189,             0.94551,             0.97953,             0.69984,            0.024215,            0.025927,           0.0093821,            0.003928,            0.003928,            0.003928
                 186,            0.029314,            0.036497,            0.011634,              0.8273,             0.93743,             0.98026,             0.67476,            0.027433,            0.026984,           0.0093213,            0.003895,            0.003895,            0.003895
                 187,            0.031167,            0.029309,            0.010934,             0.82027,             0.94134,             0.98107,             0.72045,            0.023063,             0.02573,           0.0091984,            0.003862,            0.003862,            0.003862
                 188,            0.028598,            0.033003,            0.010564,             0.83301,             0.93628,             0.98024,             0.72535,            0.024244,            0.025684,           0.0091237,            0.003829,            0.003829,            0.003829
                 189,             0.03021,             0.03258,           0.0086386,             0.95218,             0.87866,             0.98164,             0.68174,            0.026614,            0.026564,           0.0090241,            0.003796,            0.003796,            0.003796
                 190,            0.031243,            0.031048,            0.010896,             0.95477,             0.87855,             0.98125,             0.64254,            0.026728,            0.026353,           0.0090167,            0.003763,            0.003763,            0.003763
                 191,            0.033079,            0.031843,           0.0093527,               0.814,             0.96626,             0.98314,             0.74689,            0.022913,            0.025643,           0.0089468,             0.00373,             0.00373,             0.00373
                 192,            0.029505,            0.038306,            0.010125,             0.81253,             0.96644,             0.98337,             0.74493,            0.023939,            0.025654,           0.0089418,            0.003697,            0.003697,            0.003697
                 193,            0.030463,            0.035211,           0.0095403,              0.8284,             0.95774,             0.98364,             0.71049,            0.025943,            0.026056,           0.0088014,            0.003664,            0.003664,            0.003664
                 194,            0.030676,            0.027976,           0.0081592,             0.81963,             0.97084,             0.98507,             0.68851,             0.02675,            0.026118,           0.0088485,            0.003631,            0.003631,            0.003631
                 195,            0.031838,            0.034215,           0.0098549,             0.82475,             0.96388,             0.98667,             0.71906,            0.025398,            0.026061,           0.0087229,            0.003598,            0.003598,            0.003598
                 196,            0.030423,            0.039006,           0.0091563,             0.84586,             0.94755,             0.98913,              0.7577,            0.024291,             0.02558,           0.0086747,            0.003565,            0.003565,            0.003565
                 197,            0.029648,            0.034069,            0.010111,             0.82009,             0.97033,              0.9887,             0.68981,            0.026633,            0.026862,           0.0086048,            0.003532,            0.003532,            0.003532
                 198,            0.029088,            0.030808,            0.008788,             0.85514,             0.95107,             0.98833,             0.74481,            0.023804,            0.025842,           0.0085981,            0.003499,            0.003499,            0.003499
                 199,            0.029689,            0.032071,            0.011242,             0.85938,             0.95068,             0.98873,             0.75193,            0.023582,            0.025843,           0.0085211,            0.003466,            0.003466,            0.003466
                 200,            0.029019,             0.03846,            0.010116,              0.8653,             0.95127,             0.98735,             0.74301,            0.022649,            0.025338,           0.0084753,            0.003433,            0.003433,            0.003433
                 201,            0.029095,             0.03637,             0.01001,             0.84563,             0.96372,             0.98696,              0.7523,             0.02237,            0.025647,           0.0083878,              0.0034,              0.0034,              0.0034
                 202,            0.025721,            0.028118,           0.0098609,             0.85682,             0.95584,             0.98634,             0.75897,            0.022759,            0.025743,           0.0083237,            0.003367,            0.003367,            0.003367
                 203,            0.028005,            0.034366,           0.0075353,             0.84405,             0.96314,             0.98501,             0.70095,            0.027029,            0.027572,           0.0082573,            0.003334,            0.003334,            0.003334
                 204,            0.029794,            0.032618,            0.009949,              0.8427,             0.97597,             0.98595,              0.7267,            0.023295,             0.02553,           0.0082337,            0.003301,            0.003301,            0.003301
                 205,            0.028173,            0.028089,           0.0088584,             0.83862,              0.9744,             0.98482,             0.74278,            0.022909,            0.025184,            0.008186,            0.003268,            0.003268,            0.003268
                 206,            0.026627,            0.031402,           0.0080714,             0.86888,             0.95574,              0.9849,             0.76208,              0.0224,            0.025336,           0.0081255,            0.003235,            0.003235,            0.003235
                 207,            0.028453,            0.032917,           0.0074028,             0.87167,             0.95566,             0.98487,             0.72451,            0.023344,            0.025502,           0.0080508,            0.003202,            0.003202,            0.003202
                 208,            0.028455,            0.033948,           0.0086958,             0.86763,             0.96958,             0.98487,             0.74085,            0.023186,            0.025324,           0.0079896,            0.003169,            0.003169,            0.003169
                 209,             0.03153,            0.034211,            0.010396,             0.87041,             0.96342,             0.98355,             0.72384,            0.023547,             0.02538,           0.0079309,            0.003136,            0.003136,            0.003136
                 210,            0.028154,            0.035136,           0.0079479,             0.86051,             0.97042,             0.98451,             0.74489,            0.024456,            0.025545,           0.0078957,            0.003103,            0.003103,            0.003103
                 211,            0.029787,            0.039215,           0.0090456,             0.87049,             0.96721,             0.98728,              0.7337,            0.023817,            0.025561,           0.0078568,             0.00307,             0.00307,             0.00307
                 212,            0.030884,            0.036629,            0.010683,              0.8671,             0.97059,             0.98567,             0.70708,            0.024843,             0.02556,            0.007885,            0.003037,            0.003037,            0.003037
                 213,            0.030289,            0.035764,           0.0072264,             0.88087,             0.95263,             0.98771,             0.74767,            0.023239,            0.025021,           0.0078303,            0.003004,            0.003004,            0.003004
                 214,            0.030268,            0.035242,           0.0077122,             0.88626,             0.96415,             0.98679,             0.71529,            0.023569,            0.025342,           0.0078583,            0.002971,            0.002971,            0.002971
                 215,            0.028444,            0.037307,           0.0086951,             0.88378,             0.96693,             0.98638,             0.77415,            0.021336,            0.024707,           0.0077536,            0.002938,            0.002938,            0.002938
                 216,            0.028294,            0.030583,           0.0079351,             0.88374,             0.97066,             0.98633,             0.75033,            0.022205,            0.024882,           0.0077191,            0.002905,            0.002905,            0.002905
                 217,            0.027533,            0.029838,           0.0092213,             0.89093,              0.9657,             0.98657,             0.78178,            0.020668,            0.024399,           0.0076176,            0.002872,            0.002872,            0.002872
                 218,            0.026722,            0.042036,           0.0089564,             0.89373,             0.96407,             0.98651,             0.79069,            0.020207,             0.02414,           0.0075643,            0.002839,            0.002839,            0.002839
                 219,            0.026631,            0.036747,           0.0080576,             0.89009,             0.96501,             0.98521,             0.78009,            0.020451,            0.024082,           0.0074819,            0.002806,            0.002806,            0.002806
                 220,            0.023708,            0.031423,           0.0088141,             0.90526,             0.95747,             0.98422,             0.74217,            0.022785,            0.024686,           0.0074226,            0.002773,            0.002773,            0.002773
                 221,            0.027711,            0.034885,           0.0084144,             0.90553,             0.96361,             0.98519,             0.75453,            0.022162,            0.024515,            0.007334,             0.00274,             0.00274,             0.00274
                 222,            0.029295,            0.034012,            0.010818,             0.90957,              0.9605,             0.98492,             0.75491,            0.023131,            0.024683,           0.0073118,            0.002707,            0.002707,            0.002707
                 223,            0.028692,            0.026916,           0.0091263,             0.90814,               0.966,             0.98704,             0.77527,            0.020967,            0.023952,           0.0072526,            0.002674,            0.002674,            0.002674
                 224,            0.026129,            0.032243,           0.0094657,             0.92195,             0.95759,             0.98806,             0.77653,            0.022088,            0.024333,            0.007248,            0.002641,            0.002641,            0.002641
                 225,            0.027466,            0.033323,           0.0076393,             0.91959,             0.96379,             0.98873,             0.76516,            0.021458,            0.024164,           0.0071957,            0.002608,            0.002608,            0.002608
                 226,            0.026416,            0.031122,           0.0082908,              0.9227,             0.96396,             0.98946,             0.78034,            0.020806,            0.023567,           0.0071698,            0.002575,            0.002575,            0.002575
                 227,            0.026352,            0.029263,           0.0074438,             0.90351,             0.98341,             0.99039,             0.77816,            0.021524,            0.023989,           0.0071087,            0.002542,            0.002542,            0.002542
                 228,             0.02925,            0.030871,           0.0093739,             0.90225,             0.98949,             0.99081,             0.77224,             0.02185,            0.024205,           0.0071011,            0.002509,            0.002509,            0.002509
                 229,            0.027701,            0.031406,           0.0091494,             0.90567,              0.9897,             0.99139,             0.80267,            0.019896,             0.02325,           0.0070379,            0.002476,            0.002476,            0.002476
                 230,            0.026203,            0.035374,           0.0076532,             0.90869,             0.98635,             0.99139,             0.80859,            0.018876,            0.022817,           0.0070165,            0.002443,            0.002443,            0.002443
                 231,            0.024353,            0.032152,           0.0087838,             0.90527,              0.9881,             0.99139,             0.80045,            0.018926,            0.022691,           0.0069805,             0.00241,             0.00241,             0.00241
                 232,            0.024329,            0.031035,           0.0077977,             0.91024,             0.97948,             0.99139,              0.8028,             0.01929,            0.022677,           0.0069729,            0.002377,            0.002377,            0.002377
                 233,            0.024339,            0.030971,           0.0067865,             0.91196,             0.97706,             0.99096,             0.81538,            0.019291,            0.022632,           0.0069238,            0.002344,            0.002344,            0.002344
                 234,            0.024525,            0.030474,           0.0081887,             0.91058,             0.97688,             0.99054,             0.79738,            0.019896,            0.022859,           0.0068676,            0.002311,            0.002311,            0.002311
                 235,            0.025009,            0.033132,            0.007467,             0.91695,             0.97049,              0.9898,             0.80599,            0.020409,            0.022952,           0.0067853,            0.002278,            0.002278,            0.002278
                 236,            0.025108,            0.032354,           0.0081092,             0.91742,             0.97042,             0.98893,             0.80482,            0.019431,            0.022522,           0.0067053,            0.002245,            0.002245,            0.002245
                 237,            0.025142,            0.031026,           0.0071673,             0.92388,             0.96789,             0.99047,             0.77568,             0.02162,            0.023486,           0.0066397,            0.002212,            0.002212,            0.002212
                 238,            0.026048,            0.031426,           0.0074516,             0.91749,             0.96999,             0.99004,             0.80561,            0.020128,            0.022958,           0.0066032,            0.002179,            0.002179,            0.002179
                 239,            0.026557,            0.033534,            0.006391,             0.92015,             0.97635,             0.99037,             0.78666,            0.020424,            0.022978,           0.0065343,            0.002146,            0.002146,            0.002146
                 240,            0.024041,            0.031992,           0.0090486,              0.9204,             0.97629,             0.99037,             0.80179,             0.01871,            0.022308,           0.0064817,            0.002113,            0.002113,            0.002113
                 241,            0.025733,            0.030006,           0.0091864,             0.92193,              0.9759,             0.99037,             0.78452,            0.020507,            0.023079,           0.0064647,             0.00208,             0.00208,             0.00208
                 242,            0.023957,            0.026865,            0.006766,             0.92448,             0.97042,             0.99004,             0.78829,            0.019768,            0.022704,           0.0064778,            0.002047,            0.002047,            0.002047
                 243,            0.027278,            0.032311,           0.0065241,             0.93364,             0.96824,             0.99175,             0.79826,            0.019217,            0.022594,           0.0064943,            0.002014,            0.002014,            0.002014
                 244,            0.023466,            0.028753,           0.0072655,             0.93397,             0.96834,             0.99113,             0.80427,            0.018371,            0.022111,           0.0065043,            0.001981,            0.001981,            0.001981
                 245,            0.021963,             0.02697,           0.0063296,             0.93287,             0.97162,             0.99048,             0.79975,            0.019192,            0.022236,           0.0064989,            0.001948,            0.001948,            0.001948
                 246,            0.025375,            0.032727,           0.0079407,             0.92205,             0.97383,             0.99048,             0.79796,            0.018999,            0.021921,           0.0065142,            0.001915,            0.001915,            0.001915
                 247,             0.02457,            0.029517,           0.0070252,             0.93153,             0.97425,             0.99133,             0.80784,            0.018492,            0.021916,           0.0064602,            0.001882,            0.001882,            0.001882
                 248,            0.023424,            0.036515,           0.0079675,             0.93079,             0.97715,             0.99159,             0.80937,            0.018241,            0.021942,           0.0064128,            0.001849,            0.001849,            0.001849
                 249,            0.024629,            0.034875,           0.0068661,             0.92894,             0.98693,             0.99159,             0.81034,            0.019071,            0.022589,           0.0063696,            0.001816,            0.001816,            0.001816
                 250,            0.026357,            0.035303,           0.0090689,             0.93292,             0.98189,             0.99159,             0.80001,            0.019471,            0.022666,           0.0063232,            0.001783,            0.001783,            0.001783
                 251,            0.025749,            0.027624,           0.0063574,             0.92322,             0.99327,             0.99159,             0.80469,            0.019238,            0.022459,           0.0062713,             0.00175,             0.00175,             0.00175
                 252,            0.024739,            0.033572,           0.0069281,             0.93131,             0.98618,             0.99159,             0.81524,            0.017893,            0.021862,           0.0062324,            0.001717,            0.001717,            0.001717
                 253,            0.023064,            0.032136,           0.0065386,             0.93293,             0.98712,             0.99159,             0.81975,            0.017921,            0.021793,           0.0062007,            0.001684,            0.001684,            0.001684
                 254,            0.023353,            0.028363,           0.0083291,             0.93311,             0.98647,              0.9922,             0.82344,            0.017782,            0.021687,           0.0061592,            0.001651,            0.001651,            0.001651
                 255,            0.023514,            0.035143,           0.0073697,             0.93458,             0.98542,             0.99258,             0.81987,            0.018609,             0.02186,           0.0060896,            0.001618,            0.001618,            0.001618
                 256,            0.025464,            0.032077,           0.0082469,             0.93397,             0.98468,               0.993,             0.81512,            0.017788,            0.021591,           0.0060598,            0.001585,            0.001585,            0.001585
                 257,            0.023145,            0.026818,           0.0061027,             0.93559,             0.98327,             0.99215,             0.81818,            0.017627,            0.021414,           0.0060054,            0.001552,            0.001552,            0.001552
                 258,            0.022661,            0.038113,           0.0059649,             0.93736,             0.98307,             0.99188,             0.82415,            0.017345,            0.021286,           0.0059749,            0.001519,            0.001519,            0.001519
                 259,            0.023172,            0.027776,           0.0081964,             0.93733,             0.98197,             0.99258,             0.82226,            0.017404,            0.021324,             0.00594,            0.001486,            0.001486,            0.001486
                 260,            0.022673,            0.027363,           0.0063102,             0.94363,             0.97629,             0.99258,             0.81549,            0.017652,            0.021379,           0.0058952,            0.001453,            0.001453,            0.001453
                 261,            0.022645,            0.028762,           0.0086573,             0.94208,             0.98009,             0.99258,             0.82528,            0.017269,            0.021123,           0.0058616,             0.00142,             0.00142,             0.00142
                 262,            0.023021,            0.026936,           0.0081573,             0.94009,             0.98015,              0.9922,             0.82325,            0.017253,            0.021092,           0.0058377,            0.001387,            0.001387,            0.001387
                 263,            0.021639,            0.029625,           0.0072682,             0.94164,             0.97469,              0.9922,              0.8164,            0.017125,             0.02099,           0.0058089,            0.001354,            0.001354,            0.001354
                 264,            0.021569,            0.029894,           0.0072162,             0.94293,             0.97315,             0.99188,             0.81517,             0.01828,            0.021431,           0.0057867,            0.001321,            0.001321,            0.001321
                 265,            0.023077,             0.03441,             0.00742,              0.9266,             0.99139,             0.99159,             0.82135,            0.017345,            0.021073,           0.0057644,            0.001288,            0.001288,            0.001288
                 266,            0.022031,            0.027608,           0.0069516,             0.92918,             0.99106,             0.99133,             0.82356,            0.017798,            0.021285,           0.0057376,            0.001255,            0.001255,            0.001255
                 267,            0.023486,            0.034826,           0.0073602,             0.93312,             0.99083,             0.99069,             0.82024,            0.017022,            0.020994,           0.0057013,            0.001222,            0.001222,            0.001222
                 268,            0.022576,            0.030933,           0.0059831,             0.93616,             0.99052,             0.99006,             0.81951,            0.017609,             0.02121,            0.005669,            0.001189,            0.001189,            0.001189
                 269,            0.022102,            0.028352,           0.0073462,              0.9388,             0.99041,             0.99006,             0.82688,            0.016931,            0.020931,           0.0056402,            0.001156,            0.001156,            0.001156
                 270,            0.021818,            0.030841,           0.0085352,              0.9415,              0.9899,             0.99006,             0.82214,            0.017142,            0.020992,           0.0056231,            0.001123,            0.001123,            0.001123
                 271,            0.022985,            0.030968,           0.0058488,             0.94735,             0.98855,             0.99006,              0.8247,            0.016967,            0.020975,           0.0056031,             0.00109,             0.00109,             0.00109
                 272,            0.022753,            0.033391,           0.0062587,             0.95133,             0.98711,             0.98994,             0.82339,            0.016894,            0.020964,           0.0055938,            0.001057,            0.001057,            0.001057
                 273,            0.023067,            0.034014,           0.0070126,             0.95276,             0.98702,             0.98994,             0.82528,            0.017013,            0.021103,           0.0055759,            0.001024,            0.001024,            0.001024
                 274,            0.021502,            0.026426,           0.0070523,             0.95227,             0.98703,             0.99006,             0.82987,             0.01691,             0.02108,           0.0055606,            0.000991,            0.000991,            0.000991
                 275,            0.022235,            0.031929,           0.0074104,             0.95294,             0.98705,              0.9902,              0.8289,            0.016751,            0.020947,           0.0055416,            0.000958,            0.000958,            0.000958
                 276,            0.022315,            0.027823,           0.0058806,             0.95258,             0.98706,             0.99069,             0.83073,            0.016879,            0.021034,           0.0055212,            0.000925,            0.000925,            0.000925
                 277,              0.0231,            0.033635,           0.0059095,             0.95257,             0.98705,             0.99069,             0.82721,            0.016667,            0.020943,           0.0055039,            0.000892,            0.000892,            0.000892
                 278,             0.02043,            0.027372,           0.0076359,             0.95128,             0.98706,             0.99088,             0.83253,            0.016617,            0.020911,           0.0054961,            0.000859,            0.000859,            0.000859
                 279,            0.022472,            0.026016,            0.006662,             0.95028,             0.98707,             0.99288,             0.83873,            0.016597,            0.020936,           0.0054758,            0.000826,            0.000826,            0.000826
                 280,            0.023816,            0.028962,           0.0060242,             0.94837,             0.98708,             0.99288,             0.83531,            0.016699,            0.020949,           0.0054485,            0.000793,            0.000793,            0.000793
                 281,            0.020499,            0.029348,           0.0058072,             0.94722,             0.98702,             0.99288,               0.832,            0.016952,            0.021141,           0.0054247,             0.00076,             0.00076,             0.00076
                 282,            0.021086,            0.027382,           0.0064954,              0.9489,             0.98385,             0.99259,             0.83897,            0.016641,            0.020993,           0.0054059,            0.000727,            0.000727,            0.000727
                 283,            0.021666,            0.028955,           0.0059851,             0.94907,             0.98514,             0.99288,             0.83683,            0.016763,            0.021024,           0.0053802,            0.000694,            0.000694,            0.000694
                 284,            0.021893,            0.031376,           0.0064907,             0.94921,             0.98656,             0.99209,             0.83856,            0.016679,            0.020941,           0.0053636,            0.000661,            0.000661,            0.000661
                 285,            0.022037,            0.030359,           0.0059272,             0.95047,             0.98541,             0.99169,             0.83829,            0.016491,            0.020812,           0.0053471,            0.000628,            0.000628,            0.000628
                 286,            0.022654,            0.033303,           0.0066146,             0.95045,             0.98543,             0.99169,             0.83852,            0.016637,            0.020841,           0.0053292,            0.000595,            0.000595,            0.000595
                 287,            0.021937,            0.029157,            0.006485,             0.94957,             0.98674,             0.99135,             0.84223,            0.016706,            0.020849,           0.0053125,            0.000562,            0.000562,            0.000562
                 288,            0.023364,            0.029848,            0.007489,                0.95,               0.987,             0.99106,             0.84374,            0.016661,            0.020756,           0.0052984,            0.000529,            0.000529,            0.000529
                 289,            0.022329,            0.031067,           0.0067146,             0.95039,             0.98704,             0.99106,             0.83949,            0.016597,            0.020732,           0.0052889,            0.000496,            0.000496,            0.000496
                 290,            0.023247,            0.031008,           0.0064139,             0.95016,             0.98638,             0.99106,             0.84239,             0.01657,            0.020695,           0.0052769,            0.000463,            0.000463,            0.000463
                 291,            0.021053,            0.026198,           0.0070542,              0.9514,             0.98706,             0.99094,              0.8401,            0.016508,            0.020596,           0.0052602,             0.00043,             0.00043,             0.00043
                 292,            0.021744,            0.029605,           0.0066521,             0.95123,             0.98703,             0.99094,             0.83942,            0.016455,            0.020557,           0.0052527,            0.000397,            0.000397,            0.000397
                 293,            0.024574,            0.027368,           0.0063397,              0.9515,             0.98706,             0.99106,             0.83687,              0.0165,            0.020572,           0.0052497,            0.000364,            0.000364,            0.000364
                 294,            0.024031,             0.02897,           0.0066616,             0.95092,             0.98696,             0.99151,             0.83668,            0.016543,            0.020605,            0.005251,            0.000331,            0.000331,            0.000331
                 295,            0.022825,            0.035488,           0.0075362,                0.95,             0.98691,             0.99169,              0.8409,            0.016502,            0.020591,            0.005243,            0.000298,            0.000298,            0.000298
                 296,            0.022931,            0.033121,           0.0063837,             0.95002,             0.98696,             0.99135,             0.84163,            0.016499,            0.020558,           0.0052348,            0.000265,            0.000265,            0.000265
                 297,            0.022152,            0.035784,           0.0071933,              0.9559,             0.98109,             0.99106,              0.8435,             0.01644,            0.020523,           0.0052287,            0.000232,            0.000232,            0.000232
                 298,            0.019694,            0.024198,           0.0061817,             0.95592,             0.98098,             0.99094,             0.84532,            0.016359,            0.020467,           0.0052199,            0.000199,            0.000199,            0.000199
                 299,            0.021593,            0.025239,           0.0051381,             0.95564,             0.98108,             0.99106,              0.8394,            0.016288,             0.02041,           0.0052198,            0.000166,            0.000166,            0.000166
